word;lemma
crow;crow
subtlety;subtlety
suites;suite
spiders;spider
barons;baron
hybrid;hybrid
cons;con
searching;search
blaze;blaze
fir;fir
charities;charity
monarchs;monarch
railing;railing
skulls;skull
perils;peril
uncles;uncle
nominee;nominee
clamp;clamp
kitchens;kitchen
aberration;aberration
vases;vase
glimpses;glimpse
impediment;impediment
bibliographies;bibliography
porter;porter
bunk;bunk
crabs;crab
nipple;nipple
brigades;brigade
dreamer;dreamer
reminders;reminder
envoy;envoy
cruisers;cruiser
dominions;dominion
pyramids;pyramid
caricature;caricature
designations;designation
rhymes;rhyme
aristocrats;aristocrat
balloons;balloon
convert;convert
stipulation;stipulation
conquerors;conqueror
admirer;admirer
cushions;cushion
clergymen;clergyman
gloss;gloss
woe;woe
weddings;wedding
germs;germ
peppers;pepper
commotion;commotion
miner;miner
crab;crab
enquiries;enquiry
propeller;propeller
endowments;endowment
perforation;perforation
scout;scout
carrot;carrot
dump;dump
enthusiasts;enthusiast
denunciation;denunciation
reliefs;relief
faiths;fait
molds;mold
cartridge;cartridge
groceries;grocery
pint;pint
resistances;resistance
shutter;shutter
keepers;keeper
lagoon;lagoon
slippers;slipper
eyebrow;eyebrow
rector;rector
props;prop
pistols;pistol
projector;projector
heaps;heap
gale;gale
binder;binder
hinge;hinge
luxuries;luxury
paradoxes;paradox
riddle;riddle
cheque;cheque
gems;gem
squadrons;squadron
stripe;stripe
lowlands;lowland
councillors;councillor
intestines;intestine
crumbs;crumb
peculiarity;peculiarity
effusion;effusion
cease;cease
beggars;beggar
sip;sip
traitors;traitor
piers;pier
gleam;gleam
hinges;hinge
turtles;turtle
animosity;animosity
rivalries;rivalry
testament;testament
chests;chest
injustices;injustice
arrears;arrear
perpetrators;perpetrator
scribes;scribe
beak;beak
lawns;lawn
tutors;tutor
rehearsals;rehearsal
boulder;boulder
extravagance;extravagance
plume;plume
injunctions;injunction
guilds;guild
aunts;aunt
pavilion;pavilion
gem;gem
usages;usage
chunk;chunk
ale;ale
torrent;torrent
appetites;appetite
pretence;pretence
edict;edict
rollers;roller
miss;miss
ace;ace
throats;throat
rarity;rarity
salute;salute
cloves;clove
bicycles;bicycle
creators;creator
speculators;speculator
combatants;combatant
straps;strap
hemispheres;hemisphere
austerity;austerity
desertion;desertion
intuitions;intuition
exigencies;exigency
courtiers;courtier
virgin;virgin
odors;odor
wafer;wafer
pirate;pirate
lifting;lift
shutters;shutter
endeavours;endeavour
flare;flare
allotment;allotment
safeguard;safeguard
shawl;shawl
distractions;distraction
carpenters;carpenter
bandage;bandage
scribe;scribe
puzzles;puzzle
perturbations;perturbation
hounds;hound
irregularity;irregularity
graveyard;graveyard
fuse;fuse
bowels;bowel
intrigues;intrigue
postures;posture
carcass;carcass
pauses;pause
sarcasm;sarcasm
perch;perch
hedges;hedge
loser;loser
upland;upland
bushels;bushel
kits;kit
imaginations;imagination
amateur;amateur
naturalist;naturalist
scandals;scandal
clumps;clump
tapestry;tapestry
lumps;lump
trumpets;trumpet
encroachment;encroachment
preoccupations;preoccupation
funerals;funeral
attentions;attention
bamboo;bamboo
monographs;monograph
dispensation;dispensation
hearers;hearer
cataract;cataract
taboos;taboo
ventricles;ventricle
cigars;cigar
eruptions;eruption
axle;axle
trespass;trespass
boon;boon
boilers;boiler
intruder;intruder
conqueror;conqueror
refinements;refinement
forerunner;forerunner
pitches;pitch
ravine;ravine
streaks;streak
unionists;unionist
fissure;fissure
feats;feat
surveyor;surveyor
timbers;timber
projectile;projectile
astronomer;astronomer
conceit;conceit
strawberries;strawberry
rigor;rigor
peanuts;peanut
legions;legion
whim;whim
lizards;lizard
marines;marine
waterfall;waterfall
bandits;bandit
nipples;nipple
disappointments;disappointment
formalities;formality
inflection;inflection
dresser;dresser
alarms;alarm
stud;stud
volition;volition
aberrations;aberration
delineation;delineation
townships;township
masterpieces;masterpiece
cadence;cadence
curses;curse
misconceptions;misconception
superstitions;superstition
gorge;gorge
dew;dew
exertions;exertion
mercenaries;mercenary
mounts;mount
synonyms;synonym
mortar;mortar
napkin;napkin
elevators;elevator
exclamation;exclamation
processions;procession
admonition;admonition
reminiscences;reminiscence
parchment;parchment
vicar;vicar
throng;throng
girdle;girdle
celebrities;celebrity
inducement;inducement
solicitation;solicitation
glories;glory
parishioners;parishioner
possessor;possessor
schooner;schooner
pilgrim;pilgrim
impediments;impediment
reproductions;reproduction
racks;rack
altars;altar
kiln;kiln
rake;rake
reflector;reflector
convict;convict
hearer;hearer
breaches;breach
flange;flange
wrinkles;wrinkle
puppets;puppet
materialist;materialist
amateurs;amateur
pellet;pellet
clique;clique
hues;hue
lighthouse;lighthouse
gums;gum
errand;errand
victor;victor
mosques;mosque
armchair;armchair
jerk;jerk
stair;stair
brace;brace
prop;prop
teaspoon;teaspoon
moths;moth
lance;lance
breeders;breeder
recesses;recess
crib;crib
jurists;jurist
barns;barn
finishes;finish
toilets;toilet
breakers;breaker
chaps;chap
dentists;dentist
confiscation;confiscation
prosecutions;prosecution
cemeteries;cemetery
defeats;defeat
kitten;kitten
despatch;despatch
butler;butler
strictures;stricture
spurs;spur
rattle;rattle
webs;web
perversion;perversion
personages;personage
adventurers;adventurer
apologies;apology
taboo;taboo
playwrights;playwright
dormitory;dormitory
sufferers;sufferer
chronicles;chronicle
telescopes;telescope
squirrels;squirrel
doorstep;doorstep
lament;lament
counsellor;counsellor
millionaire;millionaire
batches;batch
stew;stew
bouquet;bouquet
torches;torch
inventors;inventor
culprit;culprit
roadway;roadway
whispers;whisper
breaker;breaker
sprays;spray
chapels;chapel
forks;fork
exhortation;exhortation
aisles;aisle
arbitrators;arbitrator
destinies;destiny
dynasties;dynasty
microbes;microbe
constellations;constellation
congratulations;congratulation
domes;dome
hare;hare
pedigree;pedigree
sidewalks;sidewalk
deformities;deformity
robber;robber
anchors;anchor
schoolmaster;schoolmaster
sockets;socket
footprints;footprint
marine;marine
hermit;hermit
plough;plough
oppositions;opposition
grammars;grammar
bribes;bribe
terrors;terror
crackers;cracker
preposition;preposition
citadel;citadel
plow;plow
passports;passport
dime;dime
straits;strait
rudder;rudder
psalms;psalm
peaches;peach
boar;boar
serfs;serf
kernels;kernel
assassin;assassin
sandstones;sandstone
snails;snail
knuckles;knuckle
clerics;cleric
platter;platter
guild;guild
ointment;ointment
tumult;tumult
cowboys;cowboy
rapture;rapture
dragons;dragon
gardeners;gardener
rap;rap
vesicle;vesicle
hordes;horde
telegrams;telegram
personage;personage
drinkers;drinker
bales;bale
tigers;tiger
beginner;beginner
scrolls;scroll
timers;timer
parte;parte
participle;participle
rein;rein
flattery;flattery
braces;brace
veranda;veranda
baron;baron
multitudes;multitude
sculptors;sculptor
galley;galley
bout;bout
vampire;vampire
pods;pod
gauges;gauge
misconception;misconception
cutters;cutter
psalm;psalm
casket;casket
examiners;examiner
academies;academy
urn;urn
breeches;breech
feud;feud
geologists;geologist
bets;bet
bonnet;bonnet
receptacle;receptacle
phantom;phantom
chimneys;chimney
phosphates;phosphate
mites;mite
stewards;steward
cramps;cramp
eccentricity;eccentricity
chasm;chasm
fissures;fissure
tyrants;tyrant
snap;snap
lizard;lizard
slander;slander
mansions;mansion
envoys;envoy
parrot;parrot
importer;importer
steamers;steamer
atmospheres;atmosphere
pearl;pearl
hobbies;hobby
pennies;penny
synagogues;synagogue
biologist;biologist
swarm;swarm
beacon;beacon
drip;drip
pineapple;pineapple
bends;bend
troopers;trooper
barges;barge
pastime;pastime
vestiges;vestige
canine;canine
apparition;apparition
dissension;dissension
baker;baker
mover;mover
warden;warden
dignitaries;dignitary
diver;diver
dogmas;dogma
spins;spin
shopkeepers;shopkeeper
bastards;bastard
foxes;fox
perpetrator;perpetrator
cartridges;cartridge
salads;salad
vapors;vapor
flannel;flannel
cavern;cavern
lapses;lapse
imitations;imitation
slits;slit
aggressor;aggressor
solemnity;solemnity
inroads;inroad
raiders;raider
transformers;transformer
swamp;swamp
willow;willow
pears;pear
accumulations;accumulation
personification;personification
testimonies;testimony
bouts;bout
yarns;yarn
broom;broom
commas;comma
ladders;ladder
spoons;spoon
dissenters;dissenter
squire;squire
liners;liner
keel;keel
porters;porter
myriad;myriad
turret;turret
villains;villain
apprehensions;apprehension
suicides;suicide
nominations;nomination
babe;babe
gasp;gasp
collars;collar
seeker;seeker
imperfection;imperfection
blush;blush
correspondences;correspondence
waiters;waiter
tackle;tackle
gutter;gutter
sill;sill
spade;spade
predilection;predilection
molars;molar
calamities;calamity
flicker;flicker
revolts;revolt
sewers;sewer
sponge;sponge
miseries;misery
benefactor;benefactor
moons;moon
feeders;feeder
stimulant;stimulant
jails;jail
claw;claw
cranes;crane
breeder;breeder
artifice;artifice
gills;gill
drifts;drift
limestones;limestone
legion;legion
swallow;swallow
lecturers;lecturer
enigma;enigma
obstructions;obstruction
transgressions;transgression
bandages;bandage
reprisals;reprisal
villas;villa
islanders;islander
ripples;ripple
whiskers;whisker
mutilation;mutilation
tubercle;tubercle
epochs;epoch
stretcher;stretcher
importers;importer
emblems;emblem
pun;pun
literatures;literature
intricacies;intricacy
muzzle;muzzle
spasms;spasm
scruples;scruple
floats;float
clump;clump
essences;essence
beginners;beginner
ferment;ferment
entertainments;entertainment
fresco;fresco
cherries;cherry
absences;absence
tenet;tenet
masts;mast
gambler;gambler
rafters;rafter
chestnut;chestnut
wedges;wedge
enactments;enactment
shales;shale
watts;watt
fairies;fairy
raisins;raisin
stumps;stump
remittances;remittance
comer;comer
evangelist;evangelist
giver;giver
woes;woe
tentacles;tentacle
stallion;stallion
drummer;drummer
woodlands;woodland
civility;civility
peach;peach
courier;courier
puppies;puppy
chauffeur;chauffeur
aristocrat;aristocrat
skipper;skipper
abscesses;abscess
consort;consort
intruders;intruder
actresses;actress
subtleties;subtlety
mortars;mortar
stomachs;stomach
iniquity;iniquity
bribe;bribe
embankment;embankment
trophy;trophy
marvel;marvel
appendages;appendage
crank;crank
mite;mite
harmonies;harmony
mists;mist
steppe;steppe
fiddle;fiddle
sufferer;sufferer
bungalow;bungalow
pars;par
governess;governess
bushel;bushel
doorways;doorway
massacres;massacre
nurseries;nursery
legacies;legacy
stoves;stove
tenement;tenement
garrisons;garrison
interlude;interlude
clippings;clipping
parliaments;parliament
manoeuvre;manoeuvre
annuities;annuity
berth;berth
potter;potter
bulletins;bulletin
favours;favour
stroll;stroll
flares;flare
ranchers;rancher
bumps;bump
vouchers;voucher
bunker;bunker
sprouts;sprout
grenades;grenade
noodles;noodle
stimulants;stimulant
refreshment;refreshment
cadets;cadet
canyons;canyon
chronicler;chronicler
bargains;bargain
relays;relay
craters;crater
crows;crow
pleadings;pleading
schoolboy;schoolboy
blasphemy;blasphemy
armament;armament
sighs;sigh
archaeologist;archaeologist
pageant;pageant
crates;crate
plumes;plume
balconies;balcony
frieze;frieze
bracelet;bracelet
rationalist;rationalist
flea;flea
discouragement;discouragement
outfits;outfit
snail;snail
bump;bump
shrug;shrug
parlour;parlour
weaver;weaver
stray;stray
musket;musket
beers;beer
nominees;nominee
muskets;musket
syllogism;syllogism
battleship;battleship
vistas;vista
fortresses;fortress
meditations;meditation
retreats;retreat
victors;victor
pagans;pagan
detachments;detachment
geographers;geographer
bridle;bridle
incisions;incision
clutches;clutch
polyps;polyp
steamboat;steamboat
bristles;bristle
mourners;mourner
kittens;kitten
truss;truss
parades;parade
cloister;cloister
squads;squad
pinnacle;pinnacle
compilers;compiler
seer;seer
drying;dry
classmate;classmate
antiquities;antiquity
pail;pail
oppressors;oppressor
biscuit;biscuit
takers;taker
climbers;climber
cucumber;cucumber
whims;whim
cuffs;cuff
toad;toad
tramp;tramp
amusements;amusement
calendars;calendar
ripple;ripple
navigator;navigator
juror;juror
gunners;gunner
silhouette;silhouette
mane;mane
washer;washer
pod;pod
sitter;sitter
stipulations;stipulation
deacon;deacon
ranches;ranch
tint;tint
encampment;encampment
novices;novice
livres;livre
clams;clam
panes;pane
grower;grower
serpents;serpent
cyclone;cyclone
dramatists;dramatist
virgins;virgin
studs;stud
financiers;financier
attainments;attainment
doves;dove
eaters;eater
steaks;steak
crocodile;crocodile
dispatches;dispatch
bracelets;bracelet
epistle;epistle
juvenile;juvenile
blunder;blunder
crate;crate
chisel;chisel
geologist;geologist
perplexity;perplexity
creeks;creek
wink;wink
errands;errand
bunches;bunch
battleships;battleship
slumber;slumber
depositions;deposition
anarchists;anarchist
intents;intent
ejaculation;ejaculation
harbors;harbor
accomplice;accomplice
splint;splint
saucer;saucer
freak;freak
persecutions;persecution
buffet;buffet
sponges;sponge
parson;parson
volt;volt
voucher;voucher
crook;crook
churchyard;churchyard
originator;originator
slap;slap
nephews;nephew
fates;fate
crutches;crutch
resemblances;resemblance
biographers;biographer
bellows;bellow
atheist;atheist
chuckle;chuckle
hammers;hammer
realists;realist
chieftain;chieftain
chills;chill
aeroplane;aeroplane
vial;vial
breezes;breeze
southerners;southerner
smoker;smoker
progenitor;progenitor
suitor;suitor
franchises;franchise
guineas;guinea
soups;soup
drapery;drapery
lowland;lowland
regent;regent
chants;chant
carbonates;carbonate
fevers;fever
pawn;pawn
protectors;protector
crush;crush
scratches;scratch
summits;summit
scourge;scourge
cipher;cipher
trickle;trickle
incursions;incursion
wretch;wretch
vigil;vigil
shudder;shudder
deputation;deputation
fleas;flea
pangs;pang
storehouse;storehouse
turkeys;turkey
adventurer;adventurer
suitors;suitor
tablespoon;tablespoon
commoners;commoner
convoys;convoy
souvenirs;souvenir
concerto;concerto
rogue;rogue
eel;eel
livery;livery
warts;wart
surveyors;surveyor
shippers;shipper
clamps;clamp
bulwark;bulwark
executors;executor
contentions;contention
tread;tread
observances;observance
spurt;spurt
couplet;couplet
facsimile;facsimile
oracles;oracle
badges;badge
bastion;bastion
fortification;fortification
propensities;propensity
tenements;tenement
squatters;squatter
vents;vent
appellation;appellation
indentation;indentation
pear;pear
cannons;cannon
censor;censor
conjectures;conjecture
retort;retort
enchantment;enchantment
pups;pup
wrapper;wrapper
naturalists;naturalist
retainers;retainer
sunflower;sunflower
violins;violin
mussels;mussel
gamblers;gambler
gospels;gospel
tournaments;tournament
pleading;pleading
magnates;magnate
retainer;retainer
trophies;trophy
sparrow;sparrow
furrow;furrow
bayonet;bayonet
counsellors;counsellor
hollows;hollow
affront;affront
gunner;gunner
kicks;kick
desserts;dessert
immunities;immunity
sod;sod
matron;matron
beards;beard
manoeuvres;manoeuvre
cellars;cellar
solicitors;solicitor
strawberry;strawberry
tremors;tremor
alkaloids;alkaloid
perfumes;perfume
strait;strait
bayonets;bayonet
autograph;autograph
synod;synod
bookseller;bookseller
swimmer;swimmer
steamship;steamship
extortion;extortion
tram;tram
willows;willow
hoe;hoe
doublet;doublet
beech;beech
brides;bride
tabernacle;tabernacle
inaccuracies;inaccuracy
ailment;ailment
carcasses;carcass
artisan;artisan
afflictions;affliction
oration;oration
closets;closet
silences;silence
fad;fad
riddles;riddle
rudiments;rudiment
galleys;galley
inducements;inducement
marvels;marvel
shroud;shroud
souvenir;souvenir
potters;potter
grit;grit
spire;spire
captors;captor
moat;moat
sausages;sausage
pantomime;pantomime
gatherers;gatherer
tins;tin
ramparts;rampart
spindles;spindle
experimenters;experimenter
vista;vista
agitators;agitator
chute;chute
muse;muse
donkeys;donkey
chops;chop
sentry;sentry
don;don
wasps;wasp
sheriffs;sheriff
movers;mover
incongruity;incongruity
dormitories;dormitory
gust;gust
bazaar;bazaar
parapet;parapet
diversions;diversion
simile;simile
handicrafts;handicraft
intimation;intimation
hound;hound
canes;cane
knack;knack
flue;flue
opposite;opposite
valet;valet
symphonies;symphony
hurricanes;hurricane
mistresses;mistress
flasks;flask
glimmer;glimmer
dungeon;dungeon
pensioners;pensioner
prepositions;preposition
miniature;miniature
comers;comer
reminiscence;reminiscence
pavements;pavement
chieftains;chieftain
swarms;swarm
hops;hop
crevices;crevice
blisters;blister
refreshments;refreshment
dumps;dump
pup;pup
conveniences;convenience
vans;van
embers;ember
accords;accord
sonata;sonata
warship;warship
sinks;sink
orators;orator
swimmers;swimmer
cleft;cleft
brothel;brothel
sauces;sauce
slum;slum
eulogy;eulogy
stab;stab
instalments;instalment
curl;curl
grandchild;grandchild
pitchers;pitcher
finder;finder
furrows;furrow
uplands;upland
spore;spore
pang;pang
hallucination;hallucination
jurist;jurist
shiver;shiver
precipice;precipice
evangelists;evangelist
taverns;tavern
shipper;shipper
caterpillars;caterpillar
veils;veil
reels;reel
imputation;imputation
storey;storey
idealist;idealist
whistles;whistle
gill;gill
rafts;raft
executioner;executioner
cession;cession
conflagration;conflagration
caterpillar;caterpillar
stoppage;stoppage
appendage;appendage
bandit;bandit
barrister;barrister
drinker;drinker
requisition;requisition
allotments;allotment
speck;speck
cataracts;cataract
waterfalls;waterfall
grenade;grenade
grudge;grudge
censors;censor
rupee;rupee
bog;bog
proclamations;proclamation
patriarchs;patriarch
heath;heath
catcher;catcher
vestige;vestige
callers;caller
gradations;gradation
privation;privation
boxer;boxer
liquors;liquor
fathoms;fathom
pancakes;pancake
principalities;principality
mortification;mortification
horde;horde
saddles;saddle
usurpation;usurpation
affidavits;affidavit
grate;grate
snare;snare
financier;financier
stunt;stunt
requisites;requisite
tapestries;tapestry
miniatures;miniature
litany;litany
deacons;deacon
melon;melon
watchers;watcher
outing;out
sheaths;sheath
botanist;botanist
brewery;brewery
asses;ass
shipwreck;shipwreck
fireplaces;fireplace
darts;dart
bogs;bog
cheques;cheque
muslin;muslin
mannerisms;mannerism
turban;turban
consents;consent
snows;snow
enormity;enormity
exhortations;exhortation
loins;loin
cadet;cadet
hilt;hilt
grocer;grocer
shackles;shackle
entertainers;entertainer
courtier;courtier
infirmity;infirmity
bystanders;bystander
gourd;gourd
antagonisms;antagonism
lemon;lemon
sucker;sucker
duet;duet
colt;colt
waistcoat;waistcoat
tenses;tense
caravans;caravan
clown;clown
grandmothers;grandmother
fetters;fetter
incline;incline
affirmations;affirmation
masons;mason
saloons;saloon
householder;householder
gateways;gateway
lifts;lift
cupboards;cupboard
archers;archer
revivals;revival
feuds;feud
inaccuracy;inaccuracy
hammock;hammock
coups;coup
prisms;prism
lagoons;lagoon
sparrows;sparrow
highland;highland
sleeper;sleeper
depredations;depredation
assassins;assassin
sweaters;sweater
mixes;mix
hunts;hunt
shriek;shriek
writs;writ
spectre;spectre
dissertations;dissertation
combs;comb
robberies;robbery
goblet;goblet
fallacies;fallacy
enthusiast;enthusiast
arcade;arcade
burners;burner
chattel;chattel
frailty;frailty
totem;totem
mares;mare
devotions;devotion
splinter;splinter
suns;sun
frock;frock
hoof;hoof
pew;pew
crease;crease
deserters;deserter
blunders;blunder
vials;vial
cocoon;cocoon
digression;digression
encroachments;encroachment
pike;pike
coachman;coachman
benediction;benediction
wafers;wafer
verdicts;verdict
protestations;protestation
notches;notch
tortures;torture
sorcerer;sorcerer
invader;invader
booksellers;bookseller
caprice;caprice
mattresses;mattress
birthdays;birthday
haunts;haunt
coincidences;coincidence
contrivance;contrivance
edicts;edict
divinities;divinity
laps;lap
alter;alter
cornice;cornice
barricades;barricade
gradation;gradation
raven;raven
fangs;fang
heiress;heiress
dune;dune
napkins;napkin
entanglement;entanglement
shoals;shoal
shopkeeper;shopkeeper
oyster;oyster
butts;butt
hopper;hopper
lemons;lemon
scoundrel;scoundrel
vignettes;vignette
hoofs;hoof
surges;surge
restorations;restoration
inks;ink
dart;dart
tufts;tuft
vultures;vulture
necklaces;necklace
pilgrimages;pilgrimage
violets;violet
smugglers;smuggler
cucumbers;cucumber
tribulations;tribulation
coffins;coffin
rancher;rancher
ravines;ravine
glide;glide
peacock;peacock
conduits;conduit
kilns;kiln
rigour;rigour
affectation;affectation
benefactors;benefactor
garlands;garland
footprint;footprint
torrents;torrent
mason;mason
assessors;assessor
chaplains;chaplain
cliques;clique
handkerchiefs;handkerchief
scents;scent
stricture;stricture
coffers;coffer
tellers;teller
torments;torment
jumper;jumper
traverse;traverse
aptitudes;aptitude
commendation;commendation
banquets;banquet
accomplices;accomplice
climber;climber
linens;linen
meshes;mesh
breech;breech
millionaires;millionaire
forgery;forgery
bard;bard
loyalists;loyalist
copyrights;copyright
campers;camper
mummy;mummy
escorts;escort
fillet;fillet
idealists;idealist
quail;quail
inconveniences;inconvenience
diner;diner
aqueduct;aqueduct
generalities;generality
tempers;temper
clasp;clasp
salons;salon
microscopes;microscope
pews;pew
shovels;shovel
promontory;promontory
emerald;emerald
clowns;clown
cocktails;cocktail
effigy;effigy
railings;railing
infidels;infidel
pallet;pallet
contingents;contingent
foundry;foundry
tombstone;tombstone
smith;smith
hangers;hanger
girders;girder
outrages;outrage
umbrellas;umbrella
eighth;eighth
payers;payer
crocodiles;crocodile
reverses;reverse
wasp;wasp
receptions;reception
draperies;drapery
chs;ch
taker;taker
cubs;cub
playgrounds;playground
courtyards;courtyard
aggressors;aggressor
effusions;effusion
coyote;coyote
shears;shear
sock;sock
denunciations;denunciation
minstrel;minstrel
fillets;fillet
discoverer;discoverer
compilations;compilation
salutation;salutation
crusaders;crusader
pursuers;pursuer
booms;boom
absurdities;absurdity
trifles;trifle
convents;convent
muster;muster
cypress;cypress
forerunners;forerunner
chroniclers;chronicler
choirs;choir
yams;yam
nieces;niece
surnames;surname
loopholes;loophole
tenders;tender
thoroughfare;thoroughfare
hemlock;hemlock
caverns;cavern
pianos;piano
rolling;roll
mosses;moss
cultivator;cultivator
slaveholders;slaveholder
tints;tint
eels;eel
roubles;rouble
confessor;confessor
tortoise;tortoise
fraternities;fraternity
lass;lass
storeys;storey
sparkle;sparkle
holster;holster
miller;miller
battlefields;battlefield
rigors;rigor
sentinel;sentinel
fossil;fossil
wanderer;wanderer
genealogies;genealogy
spades;spade
brothels;brothel
dips;dip
mariners;mariner
diplomas;diploma
swallows;swallow
caricatures;caricature
antlers;antler
trappers;trapper
moralist;moralist
parrots;parrot
boarders;boarder
turrets;turret
grunt;grunt
dashes;dash
spice;spice
imitators;imitator
turnips;turnip
seers;seer
shooter;shooter
shank;shank
adornment;adornment
adder;adder
thefts;theft
oppressor;oppressor
sergeants;sergeant
emanation;emanation
moralists;moralist
taper;taper
buckle;buckle
monarchies;monarchy
rime;rime
walker;walker
culprits;culprit
picnics;picnic
rams;ram
passers;passer
sledge;sledge
dame;dame
trooper;trooper
certainties;certainty
supplication;supplication
dugout;dugout
wrapping;wrapping
councillor;councillor
shoemaker;shoemaker
sentries;sentry
geographer;geographer
reptile;reptile
incursion;incursion
essayist;essayist
villager;villager
articulations;articulation
steppes;steppe
bunkers;bunker
innkeeper;innkeeper
indictments;indictment
daggers;dagger
promenade;promenade
spool;spool
pints;pint
projectors;projector
morsel;morsel
crickets;cricket
bailiff;bailiff
spires;spire
fuses;fuse
girder;girder
arcades;arcade
yam;yam
crevice;crevice
instalment;instalment
surety;surety
suckers;sucker
atheists;atheist
thermometers;thermometer
indulgences;indulgence
vestments;vestment
melons;melon
adjuncts;adjunct
isle;isle
grandfathers;grandfather
elector;elector
herald;herald
binders;binder
progenitors;progenitor
forge;forge
garland;garland
vocations;vocation
bronzes;bronze
grimace;grimace
admonitions;admonition
grasshoppers;grasshopper
incarnations;incarnation
pals;pal
hostage;hostage
employments;employment
bun;bun
famines;famine
washers;washer
eyeball;eyeball
skates;skate
bookcase;bookcase
vat;vat
curiosities;curiosity
cowards;coward
ledges;ledge
mentions;mention
anarchist;anarchist
ranger;ranger
brooch;brooch
vignette;vignette
burghers;burgher
pouches;pouch
expositions;exposition
robin;robin
countryman;countryman
temperaments;temperament
engraver;engraver
princesses;princess
mar;mar
householders;householder
bluffs;bluff
bale;bale
equipments;equipment
fleece;fleece
splinters;splinter
puddle;puddle
medallion;medallion
workhouse;workhouse
principality;principality
cruelties;cruelty
pickles;pickle
pea;pea
resentments;resentment
masquerade;masquerade
crusts;crust
reflectors;reflector
assessor;assessor
alcove;alcove
grandsons;grandson
cloaks;cloak
mushroom;mushroom
liars;liar
falcon;falcon
terminations;termination
bonfire;bonfire
braids;braid
anglers;angler
gunboats;gunboat
testimonial;testimonial
cupola;cupola
tribulation;tribulation
epistles;epistle
priestess;priestess
delicacies;delicacy
visage;visage
boulevard;boulevard
stockade;stockade
scrapers;scraper
steeple;steeple
seaport;seaport
tusks;tusk
abomination;abomination
whiff;whiff
commonplace;commonplace
purses;purse
givers;giver
chestnuts;chestnut
baboons;baboon
chattels;chattel
piazza;piazza
indignity;indignity
creases;crease
bachelors;bachelor
spout;spout
couplets;couplet
checker;checker
doer;doer
hanger;hanger
rub;rub
bakers;baker
lances;lance
burglar;burglar
golfer;golfer
cascades;cascade
sleepers;sleeper
coyotes;coyote
prick;prick
coconuts;coconut
shrieks;shriek
causeway;causeway
ducats;ducat
nostril;nostril
gutters;gutter
flanges;flange
jockey;jockey
atrocity;atrocity
curate;curate
caress;caress
straws;straw
levee;levee
sow;sow
vale;vale
drone;drone
paupers;pauper
stopping;stop
wager;wager
tiller;tiller
trump;trump
infirmities;infirmity
chlorides;chloride
gusts;gust
squirrel;squirrel
urns;urn
anticipations;anticipation
chalice;chalice
navies;navy
rampart;rampart
sonatas;sonata
dweller;dweller
pauper;pauper
cautions;caution
toads;toad
diners;diner
cracker;cracker
harms;harm
sneer;sneer
magnate;magnate
edifices;edifice
crusades;crusade
habitations;habitation
crutch;crutch
rangers;ranger
pavilions;pavilion
clefts;cleft
chop;chop
apologists;apologist
intelligences;intelligence
persuasions;persuasion
scraper;scraper
blister;blister
moor;moor
expanses;expanse
vexation;vexation
trusses;truss
wrappers;wrapper
duchess;duchess
connoisseur;connoisseur
worshipers;worshiper
entanglements;entanglement
aphorism;aphorism
talker;talker
vane;vane
snares;snare
fiend;fiend
custard;custard
grinder;grinder
entreaties;entreaty
firearm;firearm
inflections;inflection
combine;combine
flirtation;flirtation
pastimes;pastime
cleric;cleric
gravels;gravel
tuft;tuft
chocolates;chocolate
escapes;escape
girth;girth
lamentation;lamentation
conservatory;conservatory
niceties;nicety
remittance;remittance
cronies;crony
rut;rut
moccasins;moccasin
apparitions;apparition
pistons;piston
puns;pun
cyclones;cyclone
embellishment;embellishment
fishers;fisher
mercies;mercy
streamers;streamer
reproaches;reproach
incantations;incantation
rivets;rivet
mower;mower
laces;lace
puddles;puddle
moorings;mooring
sportsmen;sportsman
manors;manor
leper;leper
buttresses;buttress
phantoms;phantom
pretension;pretension
sportsman;sportsman
philanthropist;philanthropist
convulsion;convulsion
premonition;premonition
eccentricities;eccentricity
indenture;indenture
projectiles;projectile
alligator;alligator
mesa;mesa
similes;simile
scallops;scallop
exhalation;exhalation
pulsation;pulsation
subterfuge;subterfuge
concubine;concubine
hares;hare
eclipses;eclipse
lavas;lava
saucers;saucer
creole;creole
knocks;knock
panther;panther
compensations;compensation
perfections;perfection
walkers;walker
cub;cub
checkers;checker
muffins;muffin
stratagem;stratagem
entertainer;entertainer
testimonials;testimonial
cadences;cadence
wardens;warden
casks;cask
barricade;barricade
candies;candy
expedient;expedient
caliph;caliph
vampires;vampire
aprons;apron
oddity;oddity
blouses;blouse
globes;globe
vapours;vapour
jerks;jerk
migrant;migrant
orifices;orifice
perforations;perforation
aeroplanes;aeroplane
privations;privation
possessors;possessor
staves;stave
florins;florin
speculator;speculator
serf;serf
chandeliers;chandelier
flint;flint
survivals;survival
pheasant;pheasant
potion;potion
concubines;concubine
bystander;bystander
spinner;spinner
herders;herder
wraps;wrap
sardines;sardine
scion;scion
moors;moor
vulture;vulture
gales;gale
lair;lair
masque;masque
glosses;gloss
rosettes;rosette
globules;globule
daisies;daisy
fads;fad
fait;fait
bunks;bunk
propellers;propeller
scavengers;scavenger
televisions;television
mes;m
trinkets;trinket
sprigs;sprig
eyeballs;eyeball
guises;guise
wretches;wretch
despatches;despatch
premisses;premiss
splints;splint
payer;payer
astrologers;astrologer
scorpion;scorpion
